input,output,complexity,model,strategy,image_detail,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
medium-9,9-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,46931.237,2664,72,27,True,16309,672,,6775,7257,1,stop,0.03554777,
simple-1,1-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,52456.301,431,20,3,True,32305,672,,6763,29430,3,stop,0.04750277,
simple-10,10-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,74535.578,2048,58,15,True,48951,672,,12540,40224,6,stop,0.08020677,
simple-2,2-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,31078.2454,396,13,5,True,6552,672,,6552,4603,2,stop,0.02744952,
simple-3,3-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,36181.361,528,22,3,True,20295,672,,7108,16375,3,stop,0.03970277,
simple-4,4-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,31929.4462,700,20,7,True,14589,672,,5266,9167,2,stop,0.02897627,
simple-5,5-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,40906.4231,813,36,5,True,28408,672,,5567,25384,3,stop,0.04039402,
simple-6,6-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,285401.1273,714,31,4,True,5100,672,,7943,3145,2,stop,0.03122902,
simple-7,7-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,21306.3922,324,12,3,True,4706,672,,2574,3137,1,stop,0.01214202,
simple-8,8-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,62214.1402,834,31,7,True,24248,672,,6516,21343,2,stop,0.04059552,
simple-9,9-d2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d2,high,46884.331,1293,35,15,True,10371,672,,4961,6386,2,stop,0.02474527,
hard-1,1-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,159444.6912,2049,55,16,True,21006,0,,7094,11527,5,stop,0.0483317,
hard-10,10-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,196839.1685,3613,110,21,True,30494,4736,,9320,7071,3,stop,0.06250786,
hard-2,2-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,156430.625,1525,51,11,True,16023,640,,7734,2483,1,stop,0.04565225,
hard-3,3-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,77122.1025,1812,64,13,True,45763,0,,14511,12942,5,stop,0.07922846,
hard-4,4-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,43543.3631,2211,72,14,True,23857,640,,10032,7071,3,stop,0.04939617,
hard-5,5-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,56621.8307,2284,63,26,True,15146,640,,13432,6819,3,stop,0.05532802,
hard-6,6-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,39555.1724,567,27,3,True,11577,0,,9002,5721,2,stop,0.03822187,
hard-7,7-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,48659.956,3318,82,30,True,19958,0,,12444,5853,5,stop,0.05540674,
hard-8,8-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,72357.7883,3093,61,24,True,11850,0,,18900,5970,3,stop,0.0721515,
hard-9,9-d3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d3,high,63796.8678,3374,103,24,True,28190,640,,14223,15478,8,stop,0.06650393,
medium-1,1-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,66428.9861,2145,65,19,True,20247,0,,15654,13115,5,stop,0.06654069,
medium-10,10-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,27587.8081,1025,28,12,True,8250,0,,6705,4603,3,stop,0.02822655,
medium-2,2-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,49898.2639,5040,117,41,True,15422,0,,13029,1643,1,stop,0.05445319,
medium-3,3-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,36215.1692,1457,32,13,True,5002,640,,8734,1814,1,stop,0.03271424,
medium-4,4-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,72007.8967,1654,62,12,True,9375,640,,17080,4538,3,stop,0.06401655,
medium-5,5-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,37480.3979,1568,39,11,True,16127,640,,8985,9981,5,stop,0.0408014,
medium-6,6-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,43492.564,2124,48,22,True,7738,0,,11911,2582,3,stop,0.04564621,
medium-7,7-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,49996.2292,1495,44,15,True,10746,0,,12533,5319,4,stop,0.04972243,
medium-8,8-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,53360.4565,1446,43,9,True,10053,0,,12683,4987,3,stop,0.04978348,
medium-9,9-d3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d3,high,34011.8709,2685,72,27,True,10469,640,,9894,1643,1,stop,0.04022339,
simple-1,1-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,43828.1026,511,25,3,True,15641,640,,9610,11981,3,stop,0.04261675,
simple-10,10-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,50374.4719,2060,60,16,True,19974,0,,11926,11011,6,stop,0.05365076,
simple-2,2-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,21992.6238,355,13,5,True,2505,640,,3619,721,2,stop,0.01364904,
simple-3,3-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,54181.793,374,14,3,True,9887,640,,11957,5782,3,stop,0.04687992,
simple-4,4-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,33408.8638,1079,31,11,True,6207,0,,8415,1304,2,stop,0.0327297,
simple-5,5-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,27823.8065,794,35,5,True,11738,640,,5902,8006,3,stop,0.02743552,
simple-6,6-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,12570.2231,398,15,3,True,2689,640,,2987,638,2,stop,0.01161352,
simple-7,7-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,10774.9364,330,12,3,True,2149,640,,2889,441,1,stop,0.01092834,
simple-8,8-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,36059.7651,828,31,7,True,10937,640,,8844,7476,2,stop,0.03694709,
simple-9,9-d3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d3,high,22413.938,1209,35,12,True,5230,640,,6302,992,2,stop,0.02456932,
