input,output,complexity,model,strategy,image_detail,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
simple-6,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-10,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,gemini-3.1-pro,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-10,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,gemini-3.1-pro,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
